Headline;Summary;Organization;Category;File format;Views;Tags;URL
Cēsu novada iedzīvotāju aptaujas rezultāti;"Datu kopa satur informāciju par 2020. gada Cēsu novada iedzīvotāju aptaujas rezultātiem, sniedzot datus par 998 respondentu atbildēm. Aptaujas norises laiks no 13.novembra līdz 3.decembrim. 
Aptaujas rezultāti vizuālā un interaktīvā veidā pieejami Cēsu novada pašvaldības mājaslapā, sadaļā Pašvaldība: Publiskie pārskati (https://www.cesis.lv/lv/pasvaldiba/dokumenti/publiskie-parskati/).";Cēsu novada pašvaldība;Cits;CSV, ;40 skatījumi;Cēsu novada iedzīvo..., Cēsu novada pašvaldība, aptaujas rezultāti, iedzīvotāju aptauja..., ;https://data.gov.lv/dati/lv/dataset/cesu-novada-iedzivotaju-aptaujas-rezultati
Raiņa un Aspazijas digitālā kolekcija;Latvijas Nacionālās bibliotēkas, Latvijas Nacionālā arhīva, Memoriālo muzeju apvienības, Rakstniecības un mūzikas muzeja un Latvijas Universitātes Literatūras, folkloras un mākslas institūta veidotā Raiņa un Aspazijas atstātā mantojuma digitālā kolekcija.;Latvijas Nacionālā bibliotēka;Kultūra, ;XLSX, ;93 skatījumi;kultūra, literatūra, ;https://data.gov.lv/dati/lv/dataset/raina-un-aspazijas-digitala-kolekcija
Valsts informācijas sistēmas, informācijas resursi un starpiestāžu IKT pakalpojumi, VIRSIS;Valsts iestāžu izmantotās valsts informācijas sistēmas, valsts informācijas resursi un starpiestāžu IKT pakalpojumi.;Vides aizsardzības un reģionālās attīstības ministrija;Valsts pārvalde, ;XLSX, ;157 skatījumi;informācija, informācijas resurss, informācijas sistēmas, valsts iestāžu paka..., valsts informācijas..., ;https://data.gov.lv/dati/lv/dataset/valsts-informacijas-sistemas
Dati par Cēsu novada pašvaldības digitālo kanālu izmantošanu;"Datu kopa satur informāciju par Cēsu novada pašvaldības digitālo saziņas kanālu statistikas rādītājiem, kas ietver:
• Cēsu novada pašvaldības oficiālo mājaslapu;
• mobilo lietotni ""Cēsis 8911"";
• sociālo portālu statistiku;
• TV raidījumu statistiku;
•  nosūtāmo dokumentu reģistru.
Dati pieejami par 2018. - 2020. gadu.";Cēsu novada pašvaldība;Cits;CSV, ;104 skatījumi;Cēsis 8911, FaceBook, ReTV, TV, aplikācija, cesis.lv, cēsu novada pašvaldība, dokumenti, izziņas, mobilā lietotne, mājaslapa, sociālie portāli, ;https://data.gov.lv/dati/lv/dataset/cesu-novada-pasvaldibas-digitalo-kanalu-izmantosana
Piesārņotās un potenciāli piesārņotās vietas (INSPIRE WMS);Piesārņotās un potenciāli piesārņotās vietas (PPPV) (https://geolatvija.lv/geo/p/330);ĢEOLatvija.lv;Cits;WMS, ;54 skatījumi;piesārņošana, vides, ;https://data.gov.lv/dati/lv/dataset/piesrots-un-potencili-piesrots-vietas-inspire-wms75
Vides piesārņojuma ziņošanas vienības (troksnis) (INSPIRE WMS);Satiksmes radīta trokšņa izplatības karte (https://geolatvija.lv/geo/p/326);ĢEOLatvija.lv;Cits;WMS, ;105 skatījumi;radītais, satiksmes, troksnis, ;https://data.gov.lv/dati/lv/dataset/vides-piesrojuma-zioanas-vienbas-troksnis-inspire-wms
Upju baseinu apgabali (INSPIRE WMS);Latvijas teritorija ir iedalīta četros upju baseinu apgabalos - Daugavas, Gaujas, Lielupes un Ventas upju baseinu apgabalā. Serviss attēlo šos apgabalus. (https://geolatvija.lv/geo/p/324);ĢEOLatvija.lv;Cits;WMS, ;141 skatījumi;EK, aizsardzību, direktīva, par, ūdens, ;https://data.gov.lv/dati/lv/dataset/upju-baseinu-apgabali-inspire-wms75
Piesārņojošo vielu pārneses reģistrs PRTR (INSPIRE View);Piesārņojošo vielu reģistrs satur ikgadēju informāciju par ķīmisko vielu un veselu vielu grupu emisijām no lielām iekārtām. Reģistra izveidošana ir viens no soļiem Latvijas Vides, ģeoloģijas un meteoroloģijas centra darba programmā, lai uzlabotu sabiedrības pieeju informācijai par nacionālajām emisijām, kā arī, lai pildītu starptautiskās prasības. (https://geolatvija.lv/geo/p/548);ĢEOLatvija.lv;Cits;WMS, ;49 skatījumi;atmosfēras, piesārņojums, ;https://data.gov.lv/dati/lv/dataset/piesrojoo-vielu-prneses-reistrs-prtr-inspire-view
Gaisa kvalitātes monitoringa iekārtas (INSPIRE WMS);Gaisa kvalitātes novērojumu staciju galvenais uzdevums ir sniegt informācija par ārtelpas gaisa kvalitāti troposfērā (neietverot darba vidi) un salīdzināt faktisko stāvokli ar noteiktajiem kvalitātes normatīviem. Šo kvalitātes normatīvu mērķis ir novērst kaitējumu cilvēka veselībai vai videi un nodrošināt bioloģiskās daudzveidības saglabāšanu ilgākā laika posmā. (https://geolatvija.lv/geo/p/325);ĢEOLatvija.lv;Cits;WMS, ;74 skatījumi;gaiss, ;https://data.gov.lv/dati/lv/dataset/gaisa-kvalittes-monitoringa-iekrtas-inspire-wms76
Vides piesārņojuma ziņošanas vienības. Nitrāti (INSPIRE WMS);Vides nitrāti, nitrātu īpaši jutīgās teritorijas. (https://geolatvija.lv/geo/p/544);ĢEOLatvija.lv;Cits;WMS, ;60 skatījumi;nitrātu, piesārņoju, ūdens, ;https://data.gov.lv/dati/lv/dataset/vides-piesrojuma-zioanas-vienbas-nitrti-inspire-wms
Valsts Ceļu Tīkls;Valsts galvenie, reģionālie, vietējie ceļi, ceļu asis.;"VSIA ""Latvijas Valsts ceļi""";Reģioni un pašvaldības, Transports, ;GDB, ;1073 skatījumi;;https://data.gov.lv/dati/lv/dataset/valsts-celu-tikls
Upju sateces baseini (INSPIRE WMS);INSPIRE upju sateces baseinu WMS pakalpe (https://geolatvija.lv/geo/p/322);ĢEOLatvija.lv;Cits;WMS, ;42 skatījumi;EK, aizsardzību, direktīva, par, ūdens, ;https://data.gov.lv/dati/lv/dataset/upju-sateces-baseini-inspire-wms76
Vides ziņošanas upju un ezeru ūdensobjekti (INSPIRE View);Vides ziņošanas upju un ezeru ūdensobjekti (INSPIRE View) (https://geolatvija.lv/geo/p/547);ĢEOLatvija.lv;Cits;WMS, ;43 skatījumi;upe, ;https://data.gov.lv/dati/lv/dataset/vides-zioanas-upju-un-ezeru-densobjekti-inspire-view
Ūdens saimnieciskie iecirkņi (INSPIRE View);Ūdens saimnieciskie iecirkņi. (https://geolatvija.lv/geo/p/546);ĢEOLatvija.lv;Cits;WMS, ;32 skatījumi;baseins, sateces, ;https://data.gov.lv/dati/lv/dataset/dens-saimnieciskie-iecirki-inspire-view
Iesniegumi par iepirkumu procedūru pārkāpumiem - ceturkšņi;Publisko iepirkumu likuma (PIL), Sabiedrisko pakalpojumu sniedzēju iepirkumu likuma (SPSIL), Aizsardzības un drošības jomas iepirkumu likuma (ADJIL) un Publiskās un privātās partnerības likuma (PPPL) kārtībā Iepirkumu uzraudzības birojā izskatīšanai pieņemto iesniegumu par iepirkuma procedūras pārkāpumiem (sūdzības) skaits pa ceturkšņiem;Iepirkumu uzraudzības birojs;Ekonomika un uzņēmējdarbība, Valsts pārvalde, ;CSV, XLSX, ;470 skatījumi;2018, 2019, 2020, ADJIL, IUB, PIL, PPPL, SPSIL, iepirkumi, iesniegumi, pārkāpumi, sūdzība, ;https://data.gov.lv/dati/lv/dataset/iesniegumi-par-iepirkumu-proceduru-parkapumiem-ceturksni
Valsts nozīmes derīgo izrakteņu atradnes INSPIRE View;Valsts nozīmes derīgo izrakteņu atradnes. INSPIRE Skatīšanās serviss. (https://geolatvija.lv/geo/p/327);ĢEOLatvija.lv;Cits;WMS, ;81 skatījumi;derīgais, izraktenis, ;https://data.gov.lv/dati/lv/dataset/valsts-nozmes-dergo-izrakteu-atradnes-inspire-view
Dati par gājēju un velosipēdistu kustību;Datu kopa satur datus par gājēju un velosipēdistu kustību pār vienu no Valmieras gājēju tiltiem. Katras dienas ietvaros ir pieejams abu kategoriju skaits, ņemot vērā virzienu - uz pilsētas centru vai no pilsētas centra puses. Papildus reģistrēti laikapstākļi un vidējā gaisa temperatūra katras dienas ietvaros.;Valmieras pilsētas pašvaldība;Reģioni un pašvaldības, ;7z, XLS, ;389 skatījumi;Gājēji, laikapstākļi, sensors, velosipēdisti, ;https://data.gov.lv/dati/lv/dataset/dati-par-gajeju-un-velosipedistu-kustibu
Vietvārdu datu bāze;Vietvārdu Datubāze satur informāciju par Latvijas un kaimiņvalstu pierobežas zonas vietvārdiem (ģeogrāfiskajiem nosaukumiem, jeb toponīmiem) un tiem atbilstošajiem ģeogrāfiskajiem objektiem – gan dabas objektiem, gan cilvēku veidotiem. Ir iespēja aplūkot meklētos objektus dažāda mēroga kartēs. (https://geolatvija.lv/geo/p/303);ĢEOLatvija.lv;Cits;;157 skatījumi;CSV, LKS 1992 Latvia TM, ģeogrāfija, ;https://data.gov.lv/dati/lv/dataset/vietvrdu-datu-bze82
Publisko iepirkumu likuma pārskati;Publisko iepirkumu likuma (PIL) kārtībā iesniegto 1-PIL (pārskats par publiskajiem iepirkumiem) un 2-PIL/C (pārskats par centralizēti veiktajiem publiskajiem iepirkumiem) statistikas veidlapu par pārskata periodā slēgtajiem līgumiem un vispārīgām vienošanām apkopojums.;Iepirkumu uzraudzības birojs;Ekonomika un uzņēmējdarbība, Valsts pārvalde, ;XLSX, DOCX, ;575 skatījumi;1-PIL, 2014, 2015, 2016, 2017, 2018, 2019, CPV, PIL, būvdarbi, iepirkumi, izņēmumi, likums, līgumcena, pakalpojumi, piegāde, publiskie, pārskati, veidlapas, virs ES sliekšņa, zem ES sliekšņa, ;https://data.gov.lv/dati/lv/dataset/pil-parskati
Vēsturiskā augsnes digitāla datubāze (Zemes kvalitatīvā vērtība);Ģeotelpiskā informācija par lauksaimniecībā izmantojamo zemju augsnēm Latvijā, kas kartētas laika periodā no 1960. līdz 1991. g. vairākās kārtās dažādos laika posmos, izmantojot dažādas augšņu klasifikācijas mērogā 1:10 000. Informācija iegūta, digitalizējot Latvijā pieejamās vēsturiskās augšņu kartes. Atbildīgais par karšu uzturēšanu: Zemkopības ministrija. (https://geolatvija.lv/geo/p/243);ĢEOLatvija.lv;Cits;WMS, ;125 skatījumi;augsnes, karte, ;https://data.gov.lv/dati/lv/dataset/vsturisk-augsnes-digitla-datubze-zemes-kvalitatv-vrtba75
Vēsturiskā augsnes digitāla datubāze (Augsnes dziļrakumi);Ģeotelpiskā informācija par lauksaimniecībā izmantojamo zemju augsnēm Latvijā, kas kartētas laika periodā no 1960. līdz 1991. g. vairākās kārtās dažādos laika posmos, izmantojot dažādas augšņu klasifikācijas mērogā 1:10 000. Informācija iegūta, digitalizējot Latvijā pieejamās vēsturiskās augšņu kartes. Atbildīgais par karšu uzturēšanu: Zemkopības ministrija. (https://geolatvija.lv/geo/p/242);ĢEOLatvija.lv;Cits;WMS, ;297 skatījumi;augsnes, karte, ;https://data.gov.lv/dati/lv/dataset/vsturisk-augsnes-digitla-datubze-augsnes-dzirakumi75
Vēsturiskā augsnes digitāla datubāze (Augsnes laukumi);Ģeotelpiskā informācija par lauksaimniecībā izmantojamo zemju augsnēm Latvijā, kas kartētas laika periodā no 1960. līdz 1991. g. vairākās kārtās dažādos laika posmos, izmantojot dažādas augšņu klasifikācijas mērogā 1:10 000. Informācija iegūta, digitalizējot Latvijā pieejamās vēsturiskās augšņu kartes. Atbildīgais par karšu uzturēšanu: Zemkopības ministrija. (https://geolatvija.lv/geo/p/239);ĢEOLatvija.lv;Cits;WMS, ;24 skatījumi;augsnes, karte, ;https://data.gov.lv/dati/lv/dataset/vsturisk-augsnes-digitla-datubze-augsnes-laukumi76
Augstas detalizācijas topogrāfiskās informācijas karšu lapu sadalījums *.dgn formātā;(https://geolatvija.lv/geo/p/151);ĢEOLatvija.lv;Cits;;127 skatījumi;ADTI, ;https://data.gov.lv/dati/lv/dataset/augstas-detalizcijas-topogrfisks-informcijas-karu-lapu-sadaljums-dgn-formt82
Ziemā grūti izbraucami posmi;Ziemā grūti izbraucami ceļu posmi;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;183 skatījumi;;https://data.gov.lv/dati/lv/dataset/ziema-gruti-izbraucami-posmi
Stāvlaukumi pie Valsts autoceļiem;Stāvlaukumi vieglajam un smagajam transportam;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;165 skatījumi;stāvlaukumi, ;https://data.gov.lv/dati/lv/dataset/stavlaukumi-pie-valsts-autoceliem
Smagie satiksmes negadījumi Valsts ceļu tīklā 2016-2019 gadi;Negadījumi ar cietušajiem vai bojāgājušiem;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;329 skatījumi;Ceļu satiksmes nega..., ;https://data.gov.lv/dati/lv/dataset/smagie-satiksmes-negadijumi-valsts-celu-tikla-2016-2019-gadi
Informācija par rindām robežkontroles punktos;Informācija par smago automašīnu rindām robežkontroles punktos;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;80 skatījumi;;https://data.gov.lv/dati/lv/dataset/informacija-par-rindam-robezkontroles-punktos
Melnie punkti;Melno punktu uzskaitījums;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;167 skatījumi;;https://data.gov.lv/dati/lv/dataset/melnie-punkti
Ceļu būvdarbi (Objektu gala punkti);Būvdarbi;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;225 skatījumi;Ceļu būvdarbi, ;https://data.gov.lv/dati/lv/dataset/celu-buvdarbi-objektu-gala-punkti
Ierobežojumi smagajam transportam - posmu gala punkti;Ierobežojumi smagajam transportam;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;104 skatījumi;Ierobežojumi smagaj..., ;https://data.gov.lv/dati/lv/dataset/ierobezojumi-smagajam-transportam-posmu-gala-punkti
Kilometru stabiņi;Kilometru stabiņu atrašanās vietas uz valsts autoceļiem;"VSIA ""Latvijas Valsts ceļi""";Cits;CSV, ;152 skatījumi;;https://data.gov.lv/dati/lv/dataset/kilometru-stabini
Saimniecību platības pa novadiem un pagastiem pēc klienta faktiskās adreses;Informācija par saimniecību platībām pa novadiem un pagastiem pēc klienta faktiskās adreses 2006. - 2019.g.;Lauku atbalsta dienests;Reģioni un pašvaldības, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;483 skatījumi;Lauku atbalsta dien..., lauksaimniecība, saimniecību platības, ;https://data.gov.lv/dati/lv/dataset/saimniecibu-platibas-pa-novadiem-un-pagastiem-pec-klienta-faktiskas-adreses
Platības pa kultūrām un atbalsta veidiem;Informācija par kultūraugu platību apjomu pa atbalsta veidiem par 2015. - 2019. gadu;Lauku atbalsta dienests;Reģioni un pašvaldības, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;227 skatījumi;Lauku atbalsta dien..., kultūraugu platības, lauksaimniecība, ;https://data.gov.lv/dati/lv/dataset/platibas-pa-kulturam-un-atbalsta-veidiem
Deklarēto kultūraugu platību apjoms pa novadiem un/vai pagastiem;Informācija par deklarēto kultūraugu platību apjomu pa novadiem un/vai pagastiem par 2016. - 2020.gadu;Lauku atbalsta dienests;Reģioni un pašvaldības, Zemkopība, pārtika un mežsaimniecība, ;XLSX, ;212 skatījumi;Lauku atbalsta dien..., kultūraugu platības, lauksaimniecība, ;https://data.gov.lv/dati/lv/dataset/deklareto-kulturaugu-platibu-apjoms-pa-novadiem-un-pagastiem
Publisko iepirkumu paziņojumi;Datus ir iespējams brīvi lejupielādēt no Iepirkumu uzraudzības biroja atvērto datu FTP servera – ftp://open.iub.gov.lv. Dati ir pieejami bez autorizēšanās, un tie tiek piedāvāti mašīnlasāmā formātā (XML), izmantojot populārākos interneta pārlūkus (Internet Explorer, Edge, Mozilla Firefox, Google Chrome, Safari, Opera) vai arī atvērtā koda programmatūru FileZilla (https://filezilla-project.org/). Dati tiek arhivēti *.tar.gz formāta arhīvos reizi diennaktī. Katrā arhīvā ir iekļauti visi aizvadītās dienas publicētie paziņojumi. Arhīvi tiek grupēti pēc šādiem parametriem: gads → mēnesis → diena. Dati satur tikai paziņojumos publiskojamo informāciju, un tie ir pieejami par periodu, sākot no 2013. gada 1. janvāra.;Iepirkumu uzraudzības birojs;Ekonomika un uzņēmējdarbība, Valsts pārvalde, ;XML, ;658 skatījumi;Iepirkumi, ;https://data.gov.lv/dati/lv/dataset/ftp-open-iub-gov-lv
Iestāžu tīmekļvietnes;"Apkopota informācija par valsts un pašvaldību iestāžu tīmekļvietnēm, šo tīmekļvietņu mērķiem, kā arī informācija par iestāžu tīmekļvietņu pēdējo pārveidi un apmeklējuma reižu skaitu.
Turpmāk tiks uzlabota tīmekļvietņu apkopojuma metodika, un saraksts ar iestāžu tīmekļvietnēm tiks pilnveidots. 
Jūs esiet aicināti sniegt priekšlikumus iestāžu tīmekļvietņu saraksta pilnveidei.";Vides aizsardzības un reģionālās attīstības ministrija;Valsts pārvalde, ;XLSX, ;98 skatījumi;gov.lv, iestādes, iestāžu domēni, iestāžu tīmekļvietnes, vietnes, ;https://data.gov.lv/dati/lv/dataset/iestazu-timeklvietnes
Iestāžu mobilās lietotnes;"Apkopota informācija par valsts un pašvaldību iestāžu mobilajām lietotnēm, šo mobilo lietotņu mērķiem, kā arī informācija par iestāžu mobilo lietotņu pēdējo pārveidi un lejuplādes un izmantošanas reižu skaitu.
Turpmāk tiks uzlabota mobilo lietotņu apkopojuma metodika, un saraksts ar iestāžu mobilajām lietotnēm tiks pilnveidots. 
Jūs esiet aicināti sniegt priekšlikumus iestāžu mobilo lietotņu saraksta pilnveidei.";Vides aizsardzības un reģionālās attīstības ministrija;Valsts pārvalde, ;XLSX, ;88 skatījumi;aplikācijas, iestādes, lietotnes, lietotņu sarakts, mobilās lietotnes, ;https://data.gov.lv/dati/lv/dataset/iestazu-mobilas-lietotnes
Cēsu Tūrisma informācijas centra apmeklētāju statistika;"Datu kopa satur csv failus, kuros apkopota informācija par Cēsu Tūrisma informācijas centra statistiku:
• Apmeklētāji (valsts piederība, ierašanās veids, ar ko kopā ceļo); sniegtās informācijas tematika un ģeogrāfija (arī par kanāliem, pa kuriem šī informācija sniegta)
Apkopojums par 2015. - 2019. gadu, dati pieejami pa mēnešiem.
• Cēsu novada tūrisma galamērķu apmeklējumu skaits (apskates objekti, pasākumi) 
Apkopojums par 2002. - 2019. gadu, dati pieejami pa mēnešiem.";Cēsu novada pašvaldība;Iedzīvotāji un sabiedrība, ;CSV, ;267 skatījumi;Cēsu novads, TIC, Tūrisma centrs, apmeklētāji, informācija, kanāli, ārvalstis, ;https://data.gov.lv/dati/lv/dataset/cesu-turisma-centra-sniegtas-informacijas-tematika-2015-2018
Cēsu pils kompleksa tūrisma pakalpojumi;"Datu kopa satur csv failus par Cēsu pils kompleksu, kuros apkopota informācija par 2014. - 2019. gadu, datu sadalījums pa mēnešiem un gadiem.
• Apmeklētāji (to veidi, sociālā grupa, valsts piederība)
• Kompleksa daļu un pasākumu (t.sk. semināru zāles) apmeklētība
• Gidu ekskursijas, sniegtās programmas un akcijas
• Cēsu Izstāžu nama apmeklētība";Cēsu novada pašvaldība;Iedzīvotāji un sabiedrība, ;CSV, ;320 skatījumi;Cēsu pils komplekss, apmeklētāji, apmeklētāju veidi, gidu ekskursijas, programmas, sociālās grupas, statistika, valstis, ;https://data.gov.lv/dati/lv/dataset/pils-kompleksa-apmekletaji-valstis
